,,,average,average,average,average,biolRSD,biolRSD,biolRSD,biolRSD,bioln,bioln,bioln,bioln,techRSD,techRSD,techRSD,techRSD,techn,techn,techn,techn,combRSD,combRSD,combRSD,combRSD,combASD,combASD,combASD,combASD,neff,neff,neff,neff
0.60_182.7792m/z,182.7791669,0.596383333,0.0,0.0,0.0,20.770182,0.0,0.0,0.0,0.1615194770376542,3,3,1,3,0.0,0.0,0.0,0.1647819218940254,3,3,3,3,,,,0.23074146407961876,0.0,0.0,0.0,4.792542203880144,0.0,0.0,0.0,4.998401516864725
0.60_220.1359m/z,220.1359187,0.6035166670000001,0.0,0.0,0.0,9.600003416333331,0.0,0.0,0.0,0.3932684300268872,3,3,1,3,0.0,0.0,0.0,0.5146361587390401,3,3,3,3,,,,0.6476962512918283,0.0,0.0,0.0,6.2178862251478435,0.0,0.0,0.0,4.74184133544902
0.60_308.2184m/z,308.2183833,0.596383333,0.0,0.0,0.0,40.03556284777777,0.0,0.0,0.0,0.11738472775142372,3,3,1,3,0.0,0.0,0.0,0.08342232519506541,3,3,3,3,,,,0.1440085367269146,0.0,0.0,0.0,5.765462822746903,0.0,0.0,0.0,4.6096397024869455
0.60_397.4459m/z,397.4459408,0.6035166670000001,0.0,3.4161197553333342,0.0,0.0,0.0,0.7992733087793573,0.0,0.0,3,3,1,3,0.0,0.7522481270378368,0.0,0.0,3,3,3,3,,1.0975951287970602,,,0.0,3.7495164028412726,0.0,0.0,0.0,4.985382340744719,0.0,0.0
0.61_138.1082m/z,138.10819119999996,0.610666667,0.02601718111111111,0.013533427666666663,0.0,218.1405085555556,1.0593222883095077,1.732050807568877,0.0,0.02593680960378638,3,3,1,3,1.3838898929252503,1.431315289940772,0.0,0.028156623568312326,3,3,3,3,1.7427894153482664,2.2469231093248907,,0.038282026372577334,0.045342467857643294,0.03040857137261016,0.0,8.35086070145121,4.744744423454005,4.862841599272437,0.0,4.973325473487329
0.61_173.6264m/z,173.6264135,0.610666667,0.0,0.0,0.0,130.9148091333333,0.0,0.0,0.0,0.030579647806925837,3,3,1,3,0.0,0.0,0.0,0.035322520703400334,3,3,3,3,,,,0.04672039521277371,0.0,0.0,0.0,6.11639162191417,0.0,0.0,0.0,4.9196286478727895
0.61_188.6307m/z,188.63072160000002,0.610666667,1.5078905206666666,0.3640025817777777,0.0,104.15963515333334,0.6319039639768607,0.4104838997942392,0.0,0.09175744152214116,3,3,1,3,0.9623207279198752,1.246691627285964,0.0,0.07082968421727417,3,3,3,3,1.1512444584335284,1.312530778890618,,0.1159149353664485,1.7359506058419478,0.4777645921789825,0.0,12.073657376591491,4.454344381689526,3.428607399931374,0.0,4.758939822974409
0.61_195.1269m/z,195.1268917,0.610666667,0.31053500044444443,0.0,0.7719777523333332,57.007043004444455,1.7320508075688774,0.0,0.0,0.05276996378133076,3,3,1,3,0.8765571262515588,0.0,1.7320508075688772,0.03117352982735365,3,3,3,3,1.9412244578055347,,1.7320508075688772,0.06128995055781876,0.6028181378674081,0.0,1.3371046893541565,3.4939588471898486,3.9614053645274088,0.0,0.0,4.244366793856752
0.61_209.1333m/z,209.1332831,0.610666667,0.16970655655555555,0.0,0.0,51.830868442222226,1.7320508075688772,0.0,0.0,0.05080427331944285,3,3,1,3,1.7320508075688772,0.0,0.0,0.04926328233719754,3,3,3,3,2.449489742783178,,,0.07076683668323103,0.4156944695658866,0.0,0.0,3.667906602200773,5.0,0.0,0.0,4.996211074508203
0.61_210.1284m/z,210.12843999999998,0.610666667,2.0807021556666667,1.1331915812222222,0.0,133.33580181111108,0.2859070026300357,0.38615135825735497,0.0,0.04133355649609941,3,3,1,3,0.6509378926697847,0.7375612650545732,0.0,0.050633785020392515,3,3,3,3,0.710959179043545,0.8325319760783381,,0.06536239804434632,1.4792942964269078,0.9434182263902732,0.0,8.715147751539915,3.7439793091191036,4.019802877271701,0.0,4.845852932061838
0.61_300.1594m/z,300.1594126,0.610666667,0.26477014277777783,0.0,0.0,58.65762527,1.7320508075688772,0.0,0.0,0.07217944053310804,3,3,1,3,1.732050807568877,0.0,0.0,0.14424862135514632,3,3,3,3,2.449489742783178,,,0.16129952386331728,0.6485517489294043,0.0,0.0,9.461447027003887,5.0,0.0,0.0,3.9424461440755487
0.62_129.5943m/z,129.5942872,0.6178,0.0,0.0,0.0,137.59717495555554,0.0,0.0,0.0,0.04454823174549544,3,3,1,3,0.0,0.0,0.0,0.027696014904259648,3,3,3,3,,,,0.052455830879201026,0.0,0.0,0.0,7.217774138924456,0.0,0.0,0.0,4.345125670378922
0.62_141.5828n,142.59014219999997,0.62495,0.2738206651111111,0.5023651122222222,0.0,336.72602419888887,0.8660383571202843,0.2495469621115702,0.0,0.02036638103412234,3,3,1,3,1.7320508075688772,1.732050807568877,0.0,0.056594719002571174,3,3,3,3,1.936497466046264,1.749935337747973,,0.06014774888062768,0.5302530241387693,0.8791064623293928,0.0,20.25331234508693,3.9412013130850054,3.082995819644932,0.0,3.509463261503199
0.62_143.0402m/z,143.0402355,0.6178,26.94667531666667,16.407544985666664,13.449097380666664,14.528432432333336,0.447857380901604,0.10807984636019707,0.0,0.5364995216276376,3,3,1,3,0.22318221188233106,0.2617322103619361,0.4705541569174717,0.43475482881373545,3,3,3,3,0.5003863840361108,0.2831695660380695,0.4705541569174717,0.6905385564061897,13.483749423501957,4.646117393341332,6.32852867926058,10.032442758668328,3.935642227028609,3.6628071650424094,0.0,4.835284183538957
0.62_152.1111m/z,152.1110955,0.6178,1.7339746864444443,0.29411097966666666,0.0,305.68341241111114,0.31544370078020617,1.7320508075688772,0.0,0.027181524204404117,3,3,1,3,0.8680649045670306,0.8667117684960725,0.0,0.026464466856605542,3,3,3,3,0.9236024073717436,1.936798722028076,,0.0379368325520065,1.601503194721753,0.5696337695528254,0.0,11.596660430566269,3.519148577458662,3.9424929460983362,0.0,4.99714446228462
0.62_178.1125m/z,178.1124783,0.6178,1.4772720272222222,0.43574270277777777,0.0,84.57530987333331,0.6025001288447491,0.8711633570757054,0.0,0.0863265833467127,3,3,1,3,1.2896179946898398,1.7320508075688772,0.0,0.05689985078128945,3,3,3,3,1.4234187639221927,1.9387948820624148,,0.10339183725638083,2.1027767229654875,0.8448157220415995,0.0,8.744396674331657,3.833373086630885,3.9510377521190314,0.0,4.46186036555167
0.62_186.1072m/z,186.1071563,0.62495,0.0,0.0,0.0,50.68359726444446,0.0,0.0,0.0,0.09313876767967298,3,3,1,3,0.0,0.0,0.0,0.10007980043364323,3,3,3,3,,,,0.1367142878404666,0.0,0.0,0.0,6.929171905201545,0.0,0.0,0.0,4.9795110358926795
0.62_187.6351m/z,187.6350572,0.62495,0.4040338646666666,0.254487436,0.0,210.2303727111111,0.9473748651860542,1.7320508075688774,0.0,0.02502307433963673,3,3,1,3,1.7320508075688772,0.8700725308974133,0.0,0.027616688549345125,3,3,3,3,1.974213548526677,1.938304983490016,,0.03726708649517046,0.797649129688527,0.4932742654343965,0.0,7.834673483736901,4.09838203356215,3.948942897202821,0.0,4.961715749513445
0.62_193.1150m/z,193.1149746,0.62495,19.25253665022223,4.648592644444443,0.0,250.62198656666664,0.1425156633209344,0.22683003823859174,0.0,0.030278219557040624,3,3,1,3,0.17032057762625086,0.4503493184236193,0.0,0.034396783669497916,3,3,3,3,0.22208064628586094,0.5042483265732663,,0.045824767390032606,4.275615781923577,2.3440450618819053,0.0,11.484694237245375,4.879332209362786,3.9533980800822373,0.0,4.936658083504717
0.62_202.6318m/z,202.63180649999998,0.6178,0.0,0.0,0.0,184.13584582222225,0.0,0.0,0.0,0.004027697115941453,3,3,1,3,0.0,0.0,0.0,0.033419841509435236,3,3,3,3,,,,0.033661671832717004,0.0,0.0,0.0,6.198320414707419,0.0,0.0,0.0,3.058086233503849
0.62_206.6184m/z,206.6183525,0.6178,0.0,0.0,0.0,25.376173822222228,0.0,0.0,0.0,0.10385618328061867,3,3,1,3,0.0,0.0,0.0,0.17179121664175884,3,3,3,3,,,,0.20074443683667345,0.0,0.0,0.0,5.094125723011536,0.0,0.0,0.0,4.289651854812986
0.62_207.1142m/z,207.11423019999998,0.62495,0.3622620650000001,0.0,0.0,96.99750297333333,1.2240709008503248,0.0,0.0,0.10082118011998507,3,3,1,3,1.7078387621411162,0.0,0.0,0.038019603769581904,3,3,3,3,2.1012050846550476,,,0.10775156904464306,0.7611868929556376,0.0,0.0,10.451633138789097,4.625798840290173,0.0,0.0,3.557541172220128
0.62_216.1416m/z,216.14159930000002,0.6178,0.0,0.0,0.0,101.76654170444445,0.0,0.0,0.0,0.0325583484411141,3,3,1,3,0.0,0.0,0.0,0.042888001342577885,3,3,3,3,,,,0.053846324966277496,0.0,0.0,0.0,5.479754275311747,0.0,0.0,0.0,4.7304815227005665
0.62_216.6342m/z,216.6341559,0.62495,1.1090306301111112,0.5002202251111111,0.37905350666666665,143.86982989999996,0.1631430141690202,0.7359168257493648,0.0,0.03545708046430869,3,3,1,3,0.30043473817885946,0.3884811463938156,0.7371539146330515,0.04897785851983397,3,3,3,3,0.34187230799927765,0.832160546724293,0.7371539146330515,0.06046515674536314,0.3791468611579788,0.41626353601101107,0.2794207762947188,8.69911181583223,4.085142551679436,4.034339238530601,0.0,4.644630218672001
0.62_223.1375m/z,223.1374639,0.6178,0.0,0.0,0.0,76.30962830333333,0.0,0.0,0.0,0.0692373454490411,3,3,1,3,0.0,0.0,0.0,0.0590955205125886,3,3,3,3,,,,0.09102796575494607,0.0,0.0,0.0,6.946310231968489,0.0,0.0,0.0,4.903687274092299
0.62_224.1328m/z,224.13280899999998,0.6178,5.545181467555556,2.552394962333333,0.0,128.64059324444446,0.2661296934278852,0.7607288358789146,0.0,0.07073452173580662,3,3,1,3,0.594319350671376,1.093324226497946,0.0,0.09266715031204588,3,3,3,3,0.651183925098329,1.3319407742032001,,0.11657861430017344,3.6109330334253396,3.3996389222026075,0.0,14.996742103189588,3.7710587096397226,4.568817209043057,0.0,4.739934467285742
0.62_230.1451m/z,230.1451397,0.62495,0.3217707936666667,0.0,0.0,218.4291012888889,1.7320508075688772,0.0,0.0,0.02242369608048009,3,3,1,3,0.881280125787374,0.0,0.0,0.019525553773624155,3,3,3,3,1.9433616905012328,,,0.02973330449304999,0.6253170335339768,0.0,0.0,6.494618978765791,3.9704955887407083,0.0,0.0,4.925759852291542
0.62_237.6514m/z,237.65136800000002,0.62495,0.0,0.0,0.0,29.377202995555557,0.0,0.0,0.0,0.1400688627873216,3,3,1,3,0.0,0.0,0.0,0.2092020235877482,3,3,3,3,,,,0.2517633273448345,0.0,0.0,0.0,7.3961023742457055,0.0,0.0,0.0,4.49308323423592
0.62_242.6282m/z,242.62823390000003,0.62495,0.15004391144444446,0.0,0.0,50.18363495555555,1.7320508075688772,0.0,0.0,0.025614407837342104,3,3,1,3,1.7320508075688774,0.0,0.0,0.14126576412537906,3,3,3,3,2.449489742783178,,,0.1435691958700923,0.3675310220502342,0.0,0.0,7.204824116407364,4.999999999999999,0.0,0.0,3.1313667954553885
0.62_247.8076m/z,247.8075924,0.6178,0.0,0.0,0.0,23.780464771111113,0.0,0.0,0.0,0.15157968426481475,3,3,1,3,0.0,0.0,0.0,0.17553260119598388,3,3,3,3,,,,0.2319226051174168,0.0,0.0,0.0,5.515227340619044,0.0,0.0,0.0,4.916885071896566
0.62_249.6332m/z,249.63318360000002,0.62495,6.720915211666667,0.0,0.0,241.25387753622226,0.15066323842193408,0.0,0.0,0.06457235072722048,3,3,1,3,0.5475655528446816,0.0,0.0,0.02773616681006584,3,3,3,3,0.567914998986544,,,0.07027718995346192,3.816908555622323,0.0,0.0,16.954644578622332,3.301106550305671,0.0,0.0,3.7137103850739384
0.62_259.1503m/z,259.1502551,0.62495,4.429632847444443,2.9064702218888887,0.0,103.22271583555555,0.12969750924070533,0.7082103131089279,0.0,0.04520602624707442,3,3,1,3,0.6578057315751452,1.085921168290242,0.0,0.07915854288127226,3,3,3,3,0.6704698534582706,1.2964515537939278,,0.09115733497715585,2.969935286100018,3.768097835223632,0.0,9.409507684673507,3.155264484219325,4.440695254111864,0.0,4.179122933287664
0.62_267.1498m/z,267.14984,0.62495,0.3879055380000001,0.0,0.0,59.91406743,0.8782160547980218,0.0,0.0,0.031147675125612936,3,3,1,3,1.7320508075688772,0.0,0.0,0.03735856896506698,3,3,3,3,1.941974108711288,,,0.04863990481948328,0.7533025114217229,0.0,0.0,2.914214537143303,3.9645970368274654,0.0,0.0,4.8746763336161605
0.62_273.6578m/z,273.6578267,0.62495,0.23033974066666665,0.0,0.0,107.07612640222222,1.7320508075688774,0.0,0.0,0.04113815176293411,3,3,1,3,1.7320508075688772,0.0,0.0,0.06443358611341453,3,3,3,3,2.449489742783178,,,0.07644628538984091,0.5642148321183372,0.0,0.0,8.185572117382959,4.999999999999999,0.0,0.0,4.398190383358694
0.62_281.1568m/z,281.1567615,0.62495,0.0,0.0,0.0,48.53742685,0.0,0.0,0.0,0.08777751480317884,3,3,1,3,0.0,0.0,0.0,0.14215547324852573,3,3,3,3,,,,0.16707205235925784,0.0,0.0,0.0,8.109247520066848,0.0,0.0,0.0,4.331536487268613
0.62_295.1650m/z,295.164954,0.62495,2.195582888777778,0.0,0.0,32.52762772444444,0.4640213908233781,0.0,0.0,0.11944067887655573,3,3,1,3,0.9643575570461892,0.0,0.0,0.15618733775054494,3,3,3,3,1.0701875298160395,,,0.1966228884033985,2.3496854282474544,0.0,0.0,6.395676116090731,3.878986656668291,0.0,0.0,4.74309254117747
0.62_312.1757m/z,312.1756841,0.6178,0.0,0.0,0.0,11.111119722222224,0.0,0.0,0.0,0.3697962417188285,3,3,1,3,0.0,0.0,0.0,0.1945798393612324,3,3,3,3,,,,0.41786430126921975,0.0,0.0,0.0,4.642940279045036,0.0,0.0,0.0,4.028617859220505
0.63_102.1551m/z,102.1550582,0.632083333,0.0,0.0,12.155029713333334,0.0,0.0,0.0,0.0,0.0,3,3,1,3,0.0,0.0,1.7320508075688772,0.0,3,3,3,3,,,1.7320508075688772,,0.0,0.0,21.0531290310027,0.0,0.0,0.0,0.0,0.0
0.63_119.4797m/z,119.47970890000002,0.632083333,0.0,15.22876828511111,0.0,0.0,0.0,0.6921370933919715,0.0,0.0,3,3,1,3,0.0,0.5138014258559603,0.0,0.0,3,3,3,3,,0.8620009636077587,,,0.0,13.127212936325051,0.0,0.0,0.0,4.690815253743906,0.0,0.0
0.63_133.4769m/z,133.4769032,0.632083333,0.00948279877777778,256.8599678444445,0.0,0.01948912388888889,0.8763292268739499,0.27866794866968203,0.0,1.054311871283306,3,3,1,3,1.7320508075688772,0.03198761596236195,0.0,1.5105103079728066,3,3,3,3,1.941121560818254,0.2804978309911221,,1.842068107432787,0.018407265164445435,72.04866384881605,0.0,0.035900293557528676,3.960967006861457,3.0526955940111398,0.0,4.574924349088917
0.63_153.9915m/z,153.9914967,0.632083333,0.0,1570.1601053333334,0.0,0.0,0.0,0.2689271351660253,0.0,0.0,3,3,1,3,0.0,0.014893452038235716,0.0,0.0,3,3,3,3,,0.26933922651968256,,,0.0,422.9057082825433,0.0,0.0,0.0,3.0122681025475218,0.0,0.0
0.63_156.5933m/z,156.5932699,0.632083333,0.3595531278888889,0.0,0.0,107.94233188333334,1.7320508075688774,0.0,0.0,0.056170009343291305,3,3,1,3,0.8807715587508574,0.0,0.0,0.03871308908260216,3,3,3,3,1.9431311172189116,,,0.06821856943635599,0.6986588710942908,0.0,0.0,7.363671462705358,3.9695162567461555,0.0,0.0,4.5502589107880205
0.63_166.1144m/z,166.1144282,0.632083333,1.3050205884444444,1.1786005401111108,0.0,221.9568730333333,0.4024520934211921,0.5209916833723859,0.0,0.03391173072646444,3,3,1,3,0.9866773754071048,1.2022108941749357,0.0,0.03590150070933137,3,3,3,3,1.0655983908768598,1.3102455373769035,,0.04938545569341598,1.3906278391075726,1.544256098030591,0.0,10.961441319036837,3.6475605717134054,3.7256159044586346,0.0,4.9870658356205215
0.63_174.5051m/z,174.50509250000005,0.632083333,0.0,629.8597131222222,0.0,0.0,0.0,0.27726231091676673,0.0,0.0,3,3,1,3,0.0,0.02726772838474871,0.0,0.0,3,3,3,3,,0.27859992474186035,,,0.0,175.47886867378085,0.0,0.0,0.0,3.038684377025062,0.0,0.0
0.63_192.1185m/z,192.1184712,0.632083333,0.07210888755555554,0.12394927944444445,0.0,61.402325811111105,0.8710796250267846,1.3378116914352556,0.0,0.05175503163378583,3,3,1,3,1.4254043604959614,1.3062903066664129,0.0,0.043880357935016136,3,3,3,3,1.6704961251250192,1.8697953061850088,,0.06785329109128978,0.12045761724863126,0.23175978091023622,0.0,4.166349886943538,4.310982366334852,4.99772802279983,0.0,4.8957654887676
0.63_200.6172m/z,200.6172328,0.632083333,0.0,0.0,0.0,11.564138075777777,0.0,0.0,0.0,0.2582401314729645,3,3,1,3,0.0,0.0,0.0,0.398577681211408,3,3,3,3,,,,0.4749232921883667,0.0,0.0,0.0,5.492078526269226,0.0,0.0,0.0,4.42756131280993
